Time [s],delta GENCLS 0,omega GENCLS 0,a Bus 0,a Bus 1,v Bus 0,v Bus 1,q Slack 0,p Slack 0,Id GENCLS 0,Iq GENCLS 0,vd GENCLS 0,vq GENCLS 0,tm GENCLS 0,te GENCLS 0,vf GENCLS 0,XadIfd GENCLS 0,Pe GENCLS 0,Qe GENCLS 0,psid GENCLS 0,psiq GENCLS 0
3.666666666666666408e-01,8.888523387345631521e-01,1.000000000000000000e+00,6.809407887227831481e-17,-8.514663032418090527e-02,1.000000000000000666e+00,9.587799643632234359e-01,1.283907677645842682e+00,3.030464121547298273e+00,3.161948848356066932e+00,9.133516283902402000e-01,7.763488841317043310e-01,6.303034270154803664e-01,3.030464121547297829e+00,3.030464121547297829e+00,3.317959948118136992e+00,3.317959948118136992e+00,3.030464121547297829e+00,1.283907677645842238e+00,6.303034270154803664e-01,-7.763488841317043310e-01
3.999999999999999667e-01,8.888523387345631521e-01,1.000000000000000000e+00,6.809407887227831481e-17,-8.514663032418090527e-02,1.000000000000000666e+00,9.587799643632234359e-01,1.283907677645842682e+00,3.030464121547298273e+00,3.161948848356066932e+00,9.133516283902402000e-01,7.763488841317043310e-01,6.303034270154803664e-01,3.030464121547297829e+00,3.030464121547297829e+00,3.317959948118136992e+00,3.317959948118136992e+00,3.030464121547297829e+00,1.283907677645842238e+00,6.303034270154803664e-01,-7.763488841317043310e-01
4.333333333333332926e-01,8.888523387345631521e-01,1.000000000000000000e+00,6.809407887227831481e-17,-8.514663032418090527e-02,1.000000000000000666e+00,9.587799643632234359e-01,1.283907677645842682e+00,3.030464121547298273e+00,3.161948848356066932e+00,9.133516283902402000e-01,7.763488841317043310e-01,6.303034270154803664e-01,3.030464121547297829e+00,3.030464121547297829e+00,3.317959948118136992e+00,3.317959948118136992e+00,3.030464121547297829e+00,1.283907677645842238e+00,6.303034270154803664e-01,-7.763488841317043310e-01
4.666666666666666186e-01,8.888523387345631521e-01,1.000000000000000000e+00,6.809407887227831481e-17,-8.514663032418090527e-02,1.000000000000000666e+00,9.587799643632234359e-01,1.283907677645842682e+00,3.030464121547298273e+00,3.161948848356066932e+00,9.133516283902402000e-01,7.763488841317043310e-01,6.303034270154803664e-01,3.030464121547297829e+00,3.030464121547297829e+00,3.317959948118136992e+00,3.317959948118136992e+00,3.030464121547297829e+00,1.283907677645842238e+00,6.303034270154803664e-01,-7.763488841317043310e-01
4.999999999999999445e-01,8.888523387345631521e-01,1.000000000000000000e+00,6.809407887227831481e-17,-8.514663032418090527e-02,1.000000000000000666e+00,9.587799643632234359e-01,1.283907677645842682e+00,3.030464121547298273e+00,3.161948848356066932e+00,9.133516283902402000e-01,7.763488841317043310e-01,6.303034270154803664e-01,3.030464121547297829e+00,3.030464121547297829e+00,3.317959948118136992e+00,3.317959948118136992e+00,3.030464121547297829e+00,1.283907677645842238e+00,6.303034270154803664e-01,-7.763488841317043310e-01
5.333333333333333259e-01,8.888523387345631521e-01,1.000000000000000000e+00,6.809407887227831481e-17,-8.514663032418090527e-02,1.000000000000000666e+00,9.587799643632234359e-01,1.283907677645842682e+00,3.030464121547298273e+00,3.161948848356066932e+00,9.133516283902402000e-01,7.763488841317043310e-01,6.303034270154803664e-01,3.030464121547297829e+00,3.030464121547297829e+00,3.317959948118136992e+00,3.317959948118136992e+00,3.030464121547297829e+00,1.283907677645842238e+00,6.303034270154803664e-01,-7.763488841317043310e-01
5.666666666666666519e-01,8.888523387345631521e-01,1.000000000000000000e+00,6.809407887227831481e-17,-8.514663032418090527e-02,1.000000000000000666e+00,9.587799643632234359e-01,1.283907677645842682e+00,3.030464121547298273e+00,3.161948848356066932e+00,9.133516283902402000e-01,7.763488841317043310e-01,6.303034270154803664e-01,3.030464121547297829e+00,3.030464121547297829e+00,3.317959948118136992e+00,3.317959948118136992e+00,3.030464121547297829e+00,1.283907677645842238e+00,6.303034270154803664e-01,-7.763488841317043310e-01
5.999999999999999778e-01,8.888523387345631521e-01,1.000000000000000000e+00,6.809407887227831481e-17,-8.514663032418090527e-02,1.000000000000000666e+00,9.587799643632234359e-01,1.283907677645842682e+00,3.030464121547298273e+00,3.161948848356066932e+00,9.133516283902402000e-01,7.763488841317043310e-01,6.303034270154803664e-01,3.030464121547297829e+00,3.030464121547297829e+00,3.317959948118136992e+00,3.317959948118136992e+00,3.030464121547297829e+00,1.283907677645842238e+00,6.303034270154803664e-01,-7.763488841317043310e-01
6.333333333333333037e-01,8.888523387345631521e-01,1.000000000000000000e+00,6.809407887227831481e-17,-8.514663032418090527e-02,1.000000000000000666e+00,9.587799643632234359e-01,1.283907677645842682e+00,3.030464121547298273e+00,3.161948848356066932e+00,9.133516283902402000e-01,7.763488841317043310e-01,6.303034270154803664e-01,3.030464121547297829e+00,3.030464121547297829e+00,3.317959948118136992e+00,3.317959948118136992e+00,3.030464121547297829e+00,1.283907677645842238e+00,6.303034270154803664e-01,-7.763488841317043310e-01
6.666666666666666297e-01,8.888523387345631521e-01,1.000000000000000000e+00,6.809407887227831481e-17,-8.514663032418090527e-02,1.000000000000000666e+00,9.587799643632234359e-01,1.283907677645842682e+00,3.030464121547298273e+00,3.161948848356066932e+00,9.133516283902402000e-01,7.763488841317043310e-01,6.303034270154803664e-01,3.030464121547297829e+00,3.030464121547297829e+00,3.317959948118136992e+00,3.317959948118136992e+00,3.030464121547297829e+00,1.283907677645842238e+00,6.303034270154803664e-01,-7.763488841317043310e-01
6.999999999999999556e-01,8.888523387345631521e-01,1.000000000000000000e+00,6.809407887227831481e-17,-8.514663032418090527e-02,1.000000000000000666e+00,9.587799643632234359e-01,1.283907677645842682e+00,3.030464121547298273e+00,3.161948848356066932e+00,9.133516283902402000e-01,7.763488841317043310e-01,6.303034270154803664e-01,3.030464121547297829e+00,3.030464121547297829e+00,3.317959948118136992e+00,3.317959948118136992e+00,3.030464121547297829e+00,1.283907677645842238e+00,6.303034270154803664e-01,-7.763488841317043310e-01
7.333333333333332815e-01,8.888523387345631521e-01,1.000000000000000000e+00,6.809407887227831481e-17,-8.514663032418090527e-02,1.000000000000000666e+00,9.587799643632234359e-01,1.283907677645842682e+00,3.030464121547298273e+00,3.161948848356066932e+00,9.133516283902402000e-01,7.763488841317043310e-01,6.303034270154803664e-01,3.030464121547297829e+00,3.030464121547297829e+00,3.317959948118136992e+00,3.317959948118136992e+00,3.030464121547297829e+00,1.283907677645842238e+00,6.303034270154803664e-01,-7.763488841317043310e-01
7.666666666666666075e-01,8.888523387345631521e-01,1.000000000000000000e+00,6.809407887227831481e-17,-8.514663032418090527e-02,1.000000000000000666e+00,9.587799643632234359e-01,1.283907677645842682e+00,3.030464121547298273e+00,3.161948848356066932e+00,9.133516283902402000e-01,7.763488841317043310e-01,6.303034270154803664e-01,3.030464121547297829e+00,3.030464121547297829e+00,3.317959948118136992e+00,3.317959948118136992e+00,3.030464121547297829e+00,1.283907677645842238e+00,6.303034270154803664e-01,-7.763488841317043310e-01
7.999999999999999334e-01,8.888523387345631521e-01,1.000000000000000000e+00,6.809407887227831481e-17,-8.514663032418090527e-02,1.000000000000000666e+00,9.587799643632234359e-01,1.283907677645842682e+00,3.030464121547298273e+00,3.161948848356066932e+00,9.133516283902402000e-01,7.763488841317043310e-01,6.303034270154803664e-01,3.030464121547297829e+00,3.030464121547297829e+00,3.317959948118136992e+00,3.317959948118136992e+00,3.030464121547297829e+00,1.283907677645842238e+00,6.303034270154803664e-01,-7.763488841317043310e-01
8.333333333333332593e-01,8.888523387345631521e-01,1.000000000000000000e+00,6.809407887227831481e-17,-8.514663032418090527e-02,1.000000000000000666e+00,9.587799643632234359e-01,1.283907677645842682e+00,3.030464121547298273e+00,3.161948848356066932e+00,9.133516283902402000e-01,7.763488841317043310e-01,6.303034270154803664e-01,3.030464121547297829e+00,3.030464121547297829e+00,3.317959948118136992e+00,3.317959948118136992e+00,3.030464121547297829e+00,1.283907677645842238e+00,6.303034270154803664e-01,-7.763488841317043310e-01
8.666666666666665853e-01,8.888523387345631521e-01,1.000000000000000000e+00,6.809407887227831481e-17,-8.514663032418090527e-02,1.000000000000000666e+00,9.587799643632234359e-01,1.283907677645842682e+00,3.030464121547298273e+00,3.161948848356066932e+00,9.133516283902402000e-01,7.763488841317043310e-01,6.303034270154803664e-01,3.030464121547297829e+00,3.030464121547297829e+00,3.317959948118136992e+00,3.317959948118136992e+00,3.030464121547297829e+00,1.283907677645842238e+00,6.303034270154803664e-01,-7.763488841317043310e-01
8.999999999999999112e-01,8.888523387345631521e-01,1.000000000000000000e+00,6.809407887227831481e-17,-8.514663032418090527e-02,1.000000000000000666e+00,9.587799643632234359e-01,1.283907677645842682e+00,3.030464121547298273e+00,3.161948848356066932e+00,9.133516283902402000e-01,7.763488841317043310e-01,6.303034270154803664e-01,3.030464121547297829e+00,3.030464121547297829e+00,3.317959948118136992e+00,3.317959948118136992e+00,3.030464121547297829e+00,1.283907677645842238e+00,6.303034270154803664e-01,-7.763488841317043310e-01
9.333333333333332371e-01,8.888523387345631521e-01,1.000000000000000000e+00,6.809407887227831481e-17,-8.514663032418090527e-02,1.000000000000000666e+00,9.587799643632234359e-01,1.283907677645842682e+00,3.030464121547298273e+00,3.161948848356066932e+00,9.133516283902402000e-01,7.763488841317043310e-01,6.303034270154803664e-01,3.030464121547297829e+00,3.030464121547297829e+00,3.317959948118136992e+00,3.317959948118136992e+00,3.030464121547297829e+00,1.283907677645842238e+00,6.303034270154803664e-01,-7.763488841317043310e-01
9.666666666666665630e-01,8.888523387345631521e-01,1.000000000000000000e+00,6.809407887227831481e-17,-8.514663032418090527e-02,1.000000000000000666e+00,9.587799643632234359e-01,1.283907677645842682e+00,3.030464121547298273e+00,3.161948848356066932e+00,9.133516283902402000e-01,7.763488841317043310e-01,6.303034270154803664e-01,3.030464121547297829e+00,3.030464121547297829e+00,3.317959948118136992e+00,3.317959948118136992e+00,3.030464121547297829e+00,1.283907677645842238e+00,6.303034270154803664e-01,-7.763488841317043310e-01
9.999999999999998890e-01,8.888523387345631521e-01,1.000000000000000000e+00,6.809407887227831481e-17,-8.514663032418090527e-02,1.000000000000000666e+00,9.587799643632234359e-01,1.283907677645842682e+00,3.030464121547298273e+00,3.161948848356066932e+00,9.133516283902402000e-01,7.763488841317043310e-01,6.303034270154803664e-01,3.030464121547297829e+00,3.030464121547297829e+00,3.317959948118136992e+00,3.317959948118136992e+00,3.030464121547297829e+00,1.283907677645842238e+00,6.303034270154803664e-01,-7.763488841317043310e-01
1.033333333333333215e+00,8.888523387345631521e-01,1.000000000000000000e+00,6.809407887227831481e-17,-8.514663032418090527e-02,1.000000000000000666e+00,9.587799643632234359e-01,1.283907677645842682e+00,3.030464121547298273e+00,3.161948848356066932e+00,9.133516283902402000e-01,7.763488841317043310e-01,6.303034270154803664e-01,3.030464121547297829e+00,3.030464121547297829e+00,3.317959948118136992e+00,3.317959948118136992e+00,3.030464121547297829e+00,1.283907677645842238e+00,6.303034270154803664e-01,-7.763488841317043310e-01
1.066666666666666652e+00,8.888523387345631521e-01,1.000000000000000000e+00,6.809407887227831481e-17,-8.514663032418090527e-02,1.000000000000000666e+00,9.587799643632234359e-01,1.283907677645842682e+00,3.030464121547298273e+00,3.161948848356066932e+00,9.133516283902402000e-01,7.763488841317043310e-01,6.303034270154803664e-01,3.030464121547297829e+00,3.030464121547297829e+00,3.317959948118136992e+00,3.317959948118136992e+00,3.030464121547297829e+00,1.283907677645842238e+00,6.303034270154803664e-01,-7.763488841317043310e-01
1.100000000000000089e+00,8.888523387345631521e-01,1.000000000000000000e+00,6.809407887227831481e-17,-8.514663032418090527e-02,1.000000000000000666e+00,9.587799643632234359e-01,1.283907677645842682e+00,3.030464121547298273e+00,3.161948848356066932e+00,9.133516283902402000e-01,7.763488841317043310e-01,6.303034270154803664e-01,3.030464121547297829e+00,3.030464121547297829e+00,3.317959948118136992e+00,3.317959948118136992e+00,3.030464121547297829e+00,1.283907677645842238e+00,6.303034270154803664e-01,-7.763488841317043310e-01
1.133333333333333526e+00,8.888523387345631521e-01,1.000000000000000000e+00,6.809407887227831481e-17,-8.514663032418090527e-02,1.000000000000000666e+00,9.587799643632234359e-01,1.283907677645842682e+00,3.030464121547298273e+00,3.161948848356066932e+00,9.133516283902402000e-01,7.763488841317043310e-01,6.303034270154803664e-01,3.030464121547297829e+00,3.030464121547297829e+00,3.317959948118136992e+00,3.317959948118136992e+00,3.030464121547297829e+00,1.283907677645842238e+00,6.303034270154803664e-01,-7.763488841317043310e-01
1.166666666666666963e+00,8.888523387345631521e-01,1.000000000000000000e+00,6.809407887227831481e-17,-8.514663032418090527e-02,1.000000000000000666e+00,9.587799643632234359e-01,1.283907677645842682e+00,3.030464121547298273e+00,3.161948848356066932e+00,9.133516283902402000e-01,7.763488841317043310e-01,6.303034270154803664e-01,3.030464121547297829e+00,3.030464121547297829e+00,3.317959948118136992e+00,3.317959948118136992e+00,3.030464121547297829e+00,1.283907677645842238e+00,6.303034270154803664e-01,-7.763488841317043310e-01
1.200000000000000400e+00,8.888523387345631521e-01,1.000000000000000000e+00,6.809407887227831481e-17,-8.514663032418090527e-02,1.000000000000000666e+00,9.587799643632234359e-01,1.283907677645842682e+00,3.030464121547298273e+00,3.161948848356066932e+00,9.133516283902402000e-01,7.763488841317043310e-01,6.303034270154803664e-01,3.030464121547297829e+00,3.030464121547297829e+00,3.317959948118136992e+00,3.317959948118136992e+00,3.030464121547297829e+00,1.283907677645842238e+00,6.303034270154803664e-01,-7.763488841317043310e-01
1.233333333333333837e+00,8.888523387345631521e-01,1.000000000000000000e+00,6.809407887227831481e-17,-8.514663032418090527e-02,1.000000000000000666e+00,9.587799643632234359e-01,1.283907677645842682e+00,3.030464121547298273e+00,3.161948848356066932e+00,9.133516283902402000e-01,7.763488841317043310e-01,6.303034270154803664e-01,3.030464121547297829e+00,3.030464121547297829e+00,3.317959948118136992e+00,3.317959948118136992e+00,3.030464121547297829e+00,1.283907677645842238e+00,6.303034270154803664e-01,-7.763488841317043310e-01
1.266666666666667274e+00,8.888523387345631521e-01,1.000000000000000000e+00,6.809407887227831481e-17,-8.514663032418090527e-02,1.000000000000000666e+00,9.587799643632234359e-01,1.283907677645842682e+00,3.030464121547298273e+00,3.161948848356066932e+00,9.133516283902402000e-01,7.763488841317043310e-01,6.303034270154803664e-01,3.030464121547297829e+00,3.030464121547297829e+00,3.317959948118136992e+00,3.317959948118136992e+00,3.030464121547297829e+00,1.283907677645842238e+00,6.303034270154803664e-01,-7.763488841317043310e-01
1.300000000000000711e+00,8.888523387345631521e-01,1.000000000000000000e+00,6.809407887227831481e-17,-8.514663032418090527e-02,1.000000000000000666e+00,9.587799643632234359e-01,1.283907677645842682e+00,3.030464121547298273e+00,3.161948848356066932e+00,9.133516283902402000e-01,7.763488841317043310e-01,6.303034270154803664e-01,3.030464121547297829e+00,3.030464121547297829e+00,3.317959948118136992e+00,3.317959948118136992e+00,3.030464121547297829e+00,1.283907677645842238e+00,6.303034270154803664e-01,-7.763488841317043310e-01
1.333333333333334147e+00,8.888523387345631521e-01,1.000000000000000000e+00,6.809407887227831481e-17,-8.514663032418090527e-02,1.000000000000000666e+00,9.587799643632234359e-01,1.283907677645842682e+00,3.030464121547298273e+00,3.161948848356066932e+00,9.133516283902402000e-01,7.763488841317043310e-01,6.303034270154803664e-01,3.030464121547297829e+00,3.030464121547297829e+00,3.317959948118136992e+00,3.317959948118136992e+00,3.030464121547297829e+00,1.283907677645842238e+00,6.303034270154803664e-01,-7.763488841317043310e-01
1.366666666666667584e+00,8.888523387345631521e-01,1.000000000000000000e+00,6.809407887227831481e-17,-8.514663032418090527e-02,1.000000000000000666e+00,9.587799643632234359e-01,1.283907677645842682e+00,3.030464121547298273e+00,3.161948848356066932e+00,9.133516283902402000e-01,7.763488841317043310e-01,6.303034270154803664e-01,3.030464121547297829e+00,3.030464121547297829e+00,3.317959948118136992e+00,3.317959948118136992e+00,3.030464121547297829e+00,1.283907677645842238e+00,6.303034270154803664e-01,-7.763488841317043310e-01
1.400000000000001021e+00,8.888523387345631521e-01,1.000000000000000000e+00,6.809407887227831481e-17,-8.514663032418090527e-02,1.000000000000000666e+00,9.587799643632234359e-01,1.283907677645842682e+00,3.030464121547298273e+00,3.161948848356066932e+00,9.133516283902402000e-01,7.763488841317043310e-01,6.303034270154803664e-01,3.030464121547297829e+00,3.030464121547297829e+00,3.317959948118136992e+00,3.317959948118136992e+00,3.030464121547297829e+00,1.283907677645842238e+00,6.303034270154803664e-01,-7.763488841317043310e-01
